id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14
0,0.2957779559952256,-2.072024514299551,0.13485783921754604,0.16075666623123355,0.07625900243410344,0.39521327530903394,-3.534148779379531,1.280275687553529,-0.6895822568025889,0.5948314569076212,-1.0846542469485865,1.4967490389694333,-1.9385195810456566,1.0555913054724082,1.120046991996795
1,0.5334816033580057,-0.5452275488230653,0.7484314752917638,0.09536718296105787,0.1312184014002168,0.10805378423515477,-2.596676555415955,0.08431436820757321,-0.4051839119408384,-0.3283176025190158,-0.39644082076004983,1.0049716358573784,-0.6647306071084805,0.3233802573424617,1.6160854213452611
2,0.8831448957371697,-1.3378720127647277,-0.10718829077813471,-0.05661054314650686,-0.9475634646359853,0.49509841699994017,-3.475172007621715,0.10115188883210402,0.4344804158813585,-0.6349033191380191,-1.5051624542604558,0.47630447632100503,-1.4339384245304452,-1.2601837761756343,0.5294478365011435
3,-0.23527872942675118,-0.7835744210235555,-0.2979948203230762,0.534530518438631,-0.557782148757914,2.1562935972273465,-2.001576397466435,1.6882157642646178,0.3760619974361185,-1.2344806923259313,0.3957852171362617,1.9134120263340333,-0.15081795095097417,0.12827675956596332,0.3825796126271175
4,0.6407383567231386,-1.179725743355646,0.2416714144166869,0.42914383642833187,0.3012894643770808,0.27874029918325977,-1.9894180962259345,1.1219104296970146,-0.5585207918408264,-0.678773531841363,-0.13085904771696855,1.3560139546846626,-1.425986053478727,0.4600943255692733,0.5098661860748354
5,-0.358727562892739,-0.9232398201737346,0.0054274979503020765,-0.20975501384628226,-0.8569477997297856,0.38400931784758024,-2.8347541032160564,1.186452039524267,-0.1992662294833528,-0.04242922290677703,0.3040197205497107,0.27059555568900906,-1.6078692440746216,-0.5472168770835423,1.9600035178363078
6,0.46853211222012225,-0.004380683301483113,0.7626095444946298,-0.21686111672174388,-0.10129240754513269,0.8340937703546418,-1.2585311825280774,1.1395952209460805,0.5485093781692136,-0.42341296386318045,0.41891703079707976,0.4822578085942927,-1.5696094407311043,0.70414324661807,0.5901266822446848
7,0.6334592528311382,-0.5765044476740465,-0.5479199694914855,-1.69316821693675,-1.3721753457789156,1.6518878555463297,0.5273445527582676,-2.741235180098173,2.5369513051250685,1.0615439351302616,0.4296723947911706,0.06305862763150849,-0.7646702275941222,0.7009327303596496,1.2424205810047058
8,1.1753535033478901,-1.0854911240925362,-1.2986222391501259,-2.0389952527323327,-0.8681509786133097,1.1855776491837362,0.36044324861567556,-1.084237436816414,0.6293489876112963,1.7491125613835545,0.7653824551978932,-0.8579140410139496,0.156070473101379,1.0405738220040988,0.34261940893615606
9,0.561480689790824,-1.2520311798533947,-0.3310414419778154,-1.1147223449664636,-1.7089638703836119,0.08516672955657367,0.7724579991915264,-1.03725691980273,1.3736833911700423,0.8595024024312865,0.4705948503722118,-0.2560264470056375,-0.15681714526058926,1.441302016018167,-0.5713971987391214
10,1.3640450344504707,-0.8720059459271503,-1.1699094447290856,-1.0086002900505542,-2.6787876070989984,-0.3152389904633335,2.0722197515845484,-2.0666745700162523,1.9821595692716236,0.6466437938641716,0.27334990227757255,-1.077616966819694,0.04963703553266263,-0.43447904278144844,0.49283293245771
11,0.113690125952289,-1.754634871044996,-0.38183689910626656,-2.0796992342039378,-1.5526197110609694,1.061673013243207,0.9192909051392123,-0.8995572411561592,2.4723970525169907,1.4545750354122031,0.3554980904244596,-0.5006154695346297,-0.8124994590132981,1.358509408333385,0.08114365330010914
